food;orig;Margherita pizza is named after a queen.
food;orig;Thomas Jefferson made pasta popular in the U.S.
food;orig;Cauliflower comes in multiple colors.
food;orig;Lima beans are deadly.
food;orig;Chickpeas have more names than you think.
food;orig;South African popcorn isn't popcorn.
food;orig;Not all wine is vegan.
food;orig;Sweet drinks can cause dementia.
food;orig;Nutrition labels are in order.
food;orig;Bad eggs will float.
food;orig;Coffee is the main source of antioxidants for Americans.
food;orig;Ripe cranberries will bounce.
food;orig;Popsicles were invented by accident.
food;orig;Bird saliva is a delicacy in China.
food;orig;Food is allowed to contain some amount of insects.
food;orig;Coffee beans can help eliminate bad breath.
food;orig;Mountain Dew contains orange juice.
food;orig;Chimichanga means "thingamajig".
food;orig;Food tastes different when you're flying.
food;orig;There's wood pulp in shredded cheese.
food;orig;Humans DNA is 60% the same as bananas.
food;orig;Pizza Hut used to be the nation's biggest purchaser of kale.
food;orig;Figs can contain dead wasps.
food;orig;Potatoes are 80% water.
food;orig;India produces, consumes, and exports the most chili peppers in the world.
food;orig;49% of Americans over 20 eat a sandwich every day.
food;orig;Serbia hosts the most costly cheese.
food;orig;Turkey consumes the most tea per person.
food;orig;The Netherlands drinks the most coffee per person.
food;orig;Popcorn at the movies isn't universal.
food;orig;Brown sugar is no different than white sugar.
food;orig;German chocolate cake has nothing to do with Germany.
food;orig;Tonic water glows in the dark.
food;orig;Flamin' Hot Cheetos were invented by a janitor.
food;orig;Coriander and cilantro are not the same thing.
food;orig;There's a small difference between jelly and jam.
food;orig;Alabama's state nut is famous.
food;orig;India has the lowest meat consumption in the world.
food;orig;Nutritious food is more expensive than junk food.
food;orig;In an emergency, coconut water can be used for blood plasma.
food;orig;Fortune cookies are not Chinese.
food;orig;You could survive only by drinking breast milk.
food;orig;Eskimos use refrigerators to stop their food from freezing.
food;orig;Eating fast food regularly has the same impact on the liver as hepatitis.
food;orig;A ridiculous amount of Nutella is sold every year.
food;orig;Goat meat is the most popular meat.
food;orig;Throwing food away is illegal in Seattle.
food;orig;One of the most influential men in history was an agricultural scientist.
food;orig;California is the world's 5th largest supplier of food.
food;orig;Astronauts ate food grown in space for the first time in 2015.
food;orig;Some produce in the U.S. is too ugly to sell.
food;orig;Sound can influence the taste of your food.
food;orig;Death row inmates in Texas don't get to pick their last meal.
food;orig;Australians eat the most meat.
food;orig;Americans eat millions of pounds of peanut butter.
food;orig;There are more Indian restaurants in London than in Mumbai or Delhi.
food;orig;The Columbian Exchange changed the course of food.
food;orig;Hot chocolate tastes better out of an orange cup.
food;orig;The original margherita pizza was color coded.
food;orig;Not eating before bed burns fat.
food;orig;It's impossible to cook an egg on a sidewalk.
food;orig;Breakfast is NOT the most important meal of the day.
food;orig;The Domino's co-founder traded his shares for a Volkswagen.
technology;orig;The Firefox logo isn't a fox.
technology;orig;The first Apple logo isn't what you would think.
technology;orig;Google rents out goats.
technology;orig;The name for "robot" has dark origins.
technology;orig;The first ever VCR was the size of a piano.
technology;orig;Samsung is 38 years and 1 month older than Apple.
technology;orig;A Petabyte is a lot of data.
technology;orig;Domain name registration used to be free.
technology;orig;Megabytes used to weigh hundreds of pounds.
technology;orig;The Radio took 38 years to reach an audience of 50 million.
technology;orig;The first camera needed an incredibly long exposure.
technology;orig;Credit card chips have been around for a LONG time.
technology;orig;Alexa is always listening to your conversations.
technology;orig;People read faster or slower depending what they read from.
technology;orig;GPS is free… for some.
technology;orig;There are Amish computers.
technology;orig;Mac computers were named after the apple.
technology;orig;The first computer mouse wasn't made from plastic.
technology;orig;Which came first, Spam mail or Spam meat?
technology;orig;The original Xbox had sound snippets of real space missions.
technology;orig;The majority of the people plug in their USB wrong.
technology;orig;Steve Jobs used sleight of hand at the first iPhone presentation.
technology;orig;The first alarm clock could only ring at one time.
technology;orig;Computer Security Day is celebrated on November 30th.
technology;orig;The government used PlayStation 3's… but not for gaming.
technology;orig;The first online gaming was before the year 2000.
technology;orig;The first product scanned was a packet of chewing gum in 1974.
technology;orig;You're in good hands if your surgeon was a gamer.
technology;orig;iTunes has an unusual Terms & Conditions.
technology;orig;Nintendo didn't start as a video games company.
technology;orig;Apollo 11 astronauts couldn't afford insurance.
technology;orig;People are still using dial up.
technology;orig;You can spell your email in Morse code.
technology;orig;Yahoo's original name was a mouthful.
technology;orig;Everyone uses Google as a spellcheck.
technology;orig;The first word to ever be auto-corrected was "teh."
technology;orig;The Nintendo Game Boy went to space.
technology;orig;PlayStation 1 had Scratch and Sniff discs.
technology;orig;"Android" is gender specific.
technology;orig;Google searches hit the billions every month.
technology;orig;There's a name for when you feel your phone vibrate… but it doesn't.
technology;orig;Smoking will void your Apple warranty.
technology;orig;Technology is now influencing baby names.
technology;orig;Blind people can use cell phones.
technology;orig;Googles first tweet was gibberish.
technology;orig;The first cell phone call was in New York City.
technology;orig;The first commercial text message was sent in 1992.
technology;orig;Over 6,000 new computer viruses are created and released every month.
technology;orig;There are more likes than photos on Facebook.
technology;orig;iPhones were almost in the shape of an apple.
technology;orig;Comic Sans if the most hated font in the world.
technology;orig;NASA's internet speed is 91 GB per second.
technology;orig;Nokia is the largest company from Finland.
technology;orig;More people have cell phones than toilets.
technology;orig;The Apple Lisa was the first commercial computer with a Graphical User Interface (GUI) and a mouse.
technology;orig;Some people are afraid of technology.
technology;orig;The most expensive phone number cost millions.
technology;orig;Mark Zuckerberg is color blind.
technology;orig;40% of American couples meet online.
technology;orig;Music content makes up 5% of YouTube.
technology;orig;Finding a security bug in Facebook's code will pay off.
technology;orig;Kids that are on social media for 1 hour a day have less chance of being happy.
technology;orig;MySpace lost all of its content before 2016.
technology;orig;Nearly one third of divorces are because of Facebook.
technology;orig;Using a thinner font can save printer ink.
technology;orig;The QWERTY keyboard was originally designed to slow you down.
technology;orig;The first webpage is still running.
technology;orig;Some countries skipped the era of landlines.
technology;orig;The passwords for the nuclear missiles were just a string of zero's.
technology;orig;Over 90% of the world's currency is digital.
technology;orig;Millions of hours of TV and movies are watched every day on Netflix.
technology;orig;Technical degrees are almost useless by the time you graduate.
technology;orig;There's a term for old people who use the internet.
technology;orig;Tech companies often test their products in New Zealand.
technology;orig;There are fake Apple stores in China.
technology;orig;Until 2010, carrier pigeons were faster than the internet.
technology;orig;The first photo ever uploaded to the internet was a comedy band.
technology;orig;Every advertisement for iPhone's have 9:41 set as the time.
technology;orig;A "jiffy" is a real measurement.
technology;orig;An average 21 year old has spent 5,000 hours playing video games.
technology;orig;Most of today's successful companies started in garages.
technology;orig;Most internet traffic isn't from real humans.
technology;orig;CAPTCHA is a long acronym.
technology;orig;The three most common passwords are also the weakest.
technology;orig;There wasn't an app store in the first iPhone.
technology;orig;We only keep 1 out of every 10 apps we try.
technology;orig;Digital music sales surpassed physical sales in 2014.
technology;orig;The @ symbol was chosen kind of randomly.
technology;orig;There is a machine that can predict heart attacks.
technology;orig;There is also artificial intelligence than can predict epidemics.
technology;orig;The Amazon's robot workers skyrocketed in less than five years.
technology;orig;Digital tech is good for the environment.
technology;orig;The average Facebook user has less than 200 friends.
technology;orig;Google uses the same amount of energy as 200,000 homes.
technology;orig;The first computer virus was harmless.
technology;orig;There are only 21 million Bitcoins that can be mined in total.
technology;orig;Filipinos use social media more than Americans.
technology;orig;Most of the purchases in China are done with mobile phones.
technology;orig;Robot laws are being put into place.
technology;orig;Millions of tons of technology are thrown out each year.
